timestamp_utc,symbol,old_target,new_target,peak_price,low_since_buy,decay_pct,reason
2026-09-25T19:41:00Z,DAVA,2.17,2.17,2.19,1.68,0.02,target_unchanged;sessions_held=3;dd=-0.1439
2026-09-25T19:41:00Z,XNDU,6.08,6.08,6.10,4.80,0.02,target_unchanged;sessions_held=3;dd=-0.1695
2026-09-25T19:41:00Z,NUR,1.24,1.24,1.2483,0.9901,0.02,target_unchanged;sessions_held=3;dd=-0.1198
2026-09-25T19:41:00Z,INNV,9.78,9.78,9.74,8.40,0.02,target_unchanged;sessions_held=2;dd=-0.0731
2026-09-25T19:41:00Z,SLI,1.88,1.88,1.8992,1.815,0.02,target_unchanged;sessions_held=0;dd=0.0054
2026-09-25T19:41:00Z,QCLS,0.908,0.908,0.9099,0.8526,0.02,target_unchanged;sessions_held=0;dd=-0.0115
