symbol,entry_price,pct_change,skip_reason,guardrail_detail,fundamentals_guardrails_failed,evaluated_at,firing
JEM,5.53,-0.2126563649742458,a6_reverse_split_proxy,split_ratio_proxy=160.14;high_52w=885.60,a6,2026-08-26T13:40:02Z,9:30
AIXI,1.07,-0.18244274809160313,a5_compliance,indicator=CC4;description=Noncompliant,a5;a6,2026-08-26T13:40:11Z,9:30
NEXR,2.19,-0.17407407407407413,a6_reverse_split_proxy,split_ratio_proxy=386.8;high_52w=847.00,a6,2026-08-26T13:40:00Z,9:30
BDRX,0.9995,-0.15296610169491517,a6_reverse_split_proxy,split_ratio_proxy=59.43;high_52w=59.40,a6,2026-08-26T13:39:11Z,9:30
AKAN,4.255,-0.14141414141414144,a5_compliance,indicator=CC4;description=Noncompliant,a5;a6,2026-08-26T13:39:42Z,9:30
FBDT,1.28,-0.1225874125874126,a2_atr_guardrail,atr_3_pct=1.3651;atr_14_pct=0.6012,,2026-08-26T13:39:44Z,9:30
IPST,6.725,-0.1356041131105399,a6_reverse_split_proxy,split_ratio_proxy=79.10;high_52w=532.00,a6,2026-08-26T13:39:05Z,9:30
VEEA,0.1145,-0.12288786482334879,a5_compliance,indicator=CC4;description=Noncompliant,a5,2026-08-26T13:40:13Z,9:30
NDRA,4.172,-0.12168421052631585,a1_spread,spread_pct=0.1174,,2026-08-26T13:34:04Z,9:30
RAIN,1.03,-0.11965811965811958,a1_spread,spread_pct=0.0845,,2026-08-26T13:39:24Z,9:30
PFSA,4.409,-0.11820000000000004,a5_compliance,indicator=CC4;description=Noncompliant,a5;a6,2026-08-26T13:38:49Z,9:30
DDC,0.6173,-0.11485517636937204,a1_spread,spread_pct=0.1393,,2026-08-26T13:40:16Z,9:30
RITR,0.0825,-0.11290322580645157,a5_compliance,indicator=CC4;description=Noncompliant,a5;a6,2026-08-26T13:40:04Z,9:30
ROMA,8.18,-0.10990206746463546,a1_spread,spread_pct=0.1259,,2026-08-26T13:30:02Z,9:30
RCON,1.8182,-0.10872549019607843,a5_compliance,indicator=CC4;description=Noncompliant,a5;a6,2026-08-26T13:39:45Z,9:30
OFAL,0.9401,-0.10466666666666666,a5_compliance,indicator=CC4;description=Noncompliant,a5;a6,2026-08-26T13:40:05Z,9:30
FNGR,0.1532,-0.1035693387946167,a5_compliance,indicator=CC4;description=Noncompliant,a5,2026-08-26T13:40:10Z,9:30
BTCT,1.735,-0.13995000000000002,a3_prior_spike,peak_to_baseline_ratio=4.83;peak=2.75;baseline=0.5695,,2026-08-26T13:40:15Z,9:30
MBAI,7.005,-0.13242574257425746,a7_stale_quote_gap,ask_gap_pct=0.0478;last_real_price=7.005;ask=7.34,,2026-08-26T13:36:39Z,9:30
