"symbol","name","last_price","pct_change","market_cap","volume"
"HWO","Hotchkis & Wiley Funds Hotchkis & Wiley Opportunities Fund","25.2","-0.996408605954939","",""
"SXTC","China SXT Pharmaceuticals","0.4253","-0.7894554455445545","7.605398e+07","2.1021782862147e+07"
"ATTR","Arin Tactical Tail Risk ETF","45.1","-0.5231565135657213","","0"
"LESL","Leslie's","1.45","-0.39834024896265563","2.2556269e+07","627241.882191"
"IREC","Corgi IREN 2x Daily ETF","19.5","-0.2702041182942986","","0"
"BNMC","Corgi BMNR 2x Daily ETF","27.55","-0.22187011020917713","","0"
"NVC","Corgi NVDA 2x Daily ETF","23","-0.2029746372668267","","0"
"CISS","C3is Inc","1.3","-0.20245398773006126","2.417707e+06","62790.942995"
"WETO","Wetour Robotics","0.1129","-0.19414703783012136","1.1376288e+07","2.9370623546121e+07"
"PWCM","PowerCompute, Inc.","1.78","-0.19090909090909097","2.056254e+06","181553.9209"
"ACI","Albertsons","11.82","-0.19041095890410956","7.150764975e+09","3.026611745288e+06"
"HYFT","MindWalk Holdings","1.17","-0.18750000000000003","6.6797968e+07","259713.01278"
"RGP","Resources Connection","3.75","-0.18655097613882868","1.58601569e+08","99933.36555"
"STM","Stmicroelectronics","53.57","-0.18549490649232167","5.9276128564e+10","4.110100901578e+06"
"WHLR","Wheeler Real Estate Investment Trust","0.266","-0.1774891774891775","1.502543e+06","291103.895333"
"KIDZ","KIDZ AI Inc. Class B","0.479","-0.1640488656195462","1.167124e+06","1.535037246652e+06"
"ZBAO","Zhibao Technology","0.2216","-0.15419847328244282","8.692543e+06","1.2166518086939e+07"
"MEDS","DataMeds AI","3.0369","-0.15170391061452512","8.796987e+06","8624.7854"
"GIPR","Generation Income Properties","0.7667","-0.14943421344575097","935089","36836.2472"
"AALG","Leverage Shares 2X Long AAL Daily ETF","11.4399","-0.14688730461758737","","31637.9047"
"MSTC","Corgi MSTR 2x Daily ETF","28.01","-0.14574228316462676","","0"
"STKH","Steakholder Foods","0.4818","-0.13995001785076763","7.810295e+06","454838.457781"
"LBGJ","Li Bang International Corporation Class A","0.0298","-0.1362318840579711","115864","1.942418075602e+08"
"IWML","ETRACS 2x Leveraged US Size Factor TR ETN","27.86","-0.136142781396993","","0"
"CHAI","Core AI Holdings","0.4324","-0.1352","1.0770788e+07","1.638838987359e+06"
"ROL","Rollins","37.645","-0.1340004600874165","2.092922543e+10","1.248196478805e+06"
"INLF","INLIF Limited","3.26","-0.13297872340425532","259556","400562.893513"
"GOOX","T-Rex 2X Long Alphabet Daily Target ETF","64.82","-0.13004965776405866","","73088.565151"
"VEEE","Twin Vee PowerCats","16.1988","-0.12721982758620692","1.0600748e+07","75402.0816"
"NUWE","Nuwellis","2.49","-0.12631578947368416","1.045526e+06","167384.164418"
"HPAI","Helport AI Limited","0.4533","-0.12354988399071928","1.8827219e+07","3249.85728"
"AVGC","Corgi AVGO 2x Daily ETF","24.39","-0.12347533583940086","","0"
"HFEQ","Unlimited HFEQ Equity Long/Short ETF","20.89","-0.12310895444700036","","0"
"GOU","GraniteShares 2x Long GOOGL Daily ETF","22.8582","-0.12117647058823534","","86382.916965"
"GOOL","Leverage Shares 2X Long GOOGL Daily ETF","11.41","-0.1182380216383307","","116942.7435"
"MPWC","Corgi MPWR 2x Daily ETF","23.315","-0.11741102185746832","","0"
"FGL","Founder Group Limited Class A","0.9543","-0.11638888888888892","1.237197e+06","5656"
"GGLL","Direxion Daily GOOGL Bull 2X ETF","91.2789","-0.11637076476282676","","1.157885554994e+06"
"ZNB","Zeta Network Group","0.262","-0.11546252532072926","548874","891937.497691"
"VCIG","VCI Global","0.6062","-0.11490728573514382","6.359236e+06","502190.418413"
"CYH","Community Health","2.85","-0.11490683229813667","4.53751812e+08","222625.819681"
"AKAF","The Frontier Economic Fund","28","-0.11353411785563898","","0"
"STFS","Star Fashion Culture Holdings","3.36","-0.11345646437994727","4.524411e+06","168463.2284"
"GOGL","Corgi GOOGL 2x Daily ETF","21.51","-0.11298969072164942","1.591238278e+09","6550.8561"
"PN","PN Smart Energy","8.3","-0.1113490364025695","1.29826233e+08","262325.912643"
"FXHO","UTime Limited Class A","13.0162","-0.11000341880341884","7.6011784e+07","1132.474598"
"VBIO","Valion Bio","0.254","-0.10877192982456131","900679","163260.770249"
"CAMC","Corgi CAMT 2x Daily ETF","17.98","-0.10862128798770507","","0"
"FTFT","Future FinTech Group Inc.","1.33","-0.10738255033557041","2.764901e+06","42295.2687"
"DCX","Digital Currency X Technology","0.6599","-0.10582655826558258","2.5946396e+08","7918"
"GDTC","CytoMed Therapeutics","0.8603","-0.10385416666666668","1.1359521e+07","5298"
"CNEY","CN Energy Group","0.5801","-0.10381585045573928","5.309999e+06","80397.8874"
"CASH","Pathward Financial","79.49","-0.10352994248336536","1.870771213e+09","24508.978607"
"FRGT","Freight Technologies","3.2","-0.10112359550561795","2.036765e+06","11346.53"
"CLUB","Billionaires Club ETF","22.36","-0.09960698408607697","","122.899"
"AUGT","AllianzIM U.S. Equity Buffer10 Aug ETF","34.55","-0.09955694553036228","","0"
"PFSA","Profusa","1.712","-0.0989473684210526","996400","16616.191833"
"AMIX","Autonomix Medical","3.595","-0.09673366834170849","2.16114e+06","1.135467432741e+06"
"MCHU","Tradr 2X Long MCHP Daily ETF","16.18","-0.09608938547486028","","208"
"NVBT","AllianzIM U.S. Equity Buffer10 Nov ETF","35.95","-0.09571123129166141","","0"
"VIVK","Vivakor","1.475","-0.09509202453987718","1.0842e+06","490578.233816"
"KSCP","Knightscope","1.885","-0.09375000000000003","3.57972e+07","449966.68997"
"STC","Stewart","63.2","-0.09338688853822968","2.121071955e+09","26301.407333"
"SLGB","Smart Logistics Global Limited Class A","0.68","-0.09333333333333327","3.375e+07","150170.018877"
"IQSZ","Invesco Global Equity Net Zero ETF","28.7","-0.09245855191801138","","0"
"AAL","American Airlines","13.435","-0.0916159567275185","9.781886176e+09","1.0043525177885e+07"
"GVUS","Goldman Sachs MarketBeta Russell 1000 Value Equity ETF","57.79","-0.0904812941952278","","0"
"HKPD","Cellyan Biotechnology Co., Ltd Class A","0.3214","-0.0890022675736961","8.622144e+06","206710"
"LITC","Corgi LITE 2x Daily ETF","24.55","-0.08814025182929086","","0"
"DVXV","WEBs Health Care XLV Defined Volatility ETF","29.24","-0.08745911667041177","","0"
"MWC","Micware Co., Ltd.","1.485","-0.08333333333333333","9.625945e+07","179761.424644"
"AGL","Agilon health","110.115","-0.08145645645645647","2.000052265e+09","22027.912124"
"LOOP","Loop Industries","0.85","-0.08127972330306965","4.2676325e+07","2644.200629"
"MSTU","T-Rex 2X Long MSTR Daily Target ETF","1.9","-0.07990314769975788","","7.318287598824e+06"
"MRM","Medirom Healthcare Technologies","0.93","-0.07920792079207917","7.98097e+06","1607.5905"
"MBLY","Mobileye Global","8.09","-0.07858769931662865","7.394394317e+09","1.764985243149e+06"
"EDBL","Edible Garden AG","3.2","-0.07780979827089338","2.242618e+06","31252.32362"
"OCG","Oriental Culture","1.5401","-0.0777844311377245","3.217597e+06","14188.038366"
"GDXU","MicroSectors Gold Miners 3x Leveraged ETN","79.34","-0.0777635708473788","","472104.162433"
"MSTX","Defiance Daily Target 2x Long MSTR ETF","8.71","-0.07537154989384279","","1.253644782889e+06"
"QMLS","QumulusAI","8.47","-0.07532751091703051","2.95811379e+08","124246.179687"
"GOOW","Roundhill GOOGL WeeklyPay ETF","58.2789","-0.07493809523809523","","15556.633457"
"FUTG","Leverage Shares 2x Long FUTU Daily ETF","3.73","-0.07444168734491322","","162060.104901"
"SGLY","Singularity Future Technology","0.2436","-0.07376425855513308","3.018618e+06","244114.605042"
"NXTS","Nexentis Technologies","1.91","-0.07281553398058259","2.993865e+06","14720.909185"
"HVT.A","Haverty Furniture","28.05","-0.07272727272727271","4.14094934e+08","201.1213"
"AMZZ","GraniteShares ETF Trust GraniteShares 2x Long AMZN Daily ETF","29.91","-0.07245459958320932","","25177.8335"
"ASTG","Leverage Shares 2X Long ASTS Daily ETF","8.61","-0.07219827586206896","","1317.3807"
"VMAR","Vision Marine Technologies","0.7653","-0.07168850072780208","5.383711e+06","174540.826413"
"AKTX","Akari Therapeutics","9.11","-0.07135575942915404","1.7171518e+07","6658.484988"
"AIBZ","Bitzero Holdings Inc.","6.41","-0.07101449275362322","3.82606134e+08","35447.899619"
"INFH","Defiance Daily Target 2X Long INFQ ETF","5.64","-0.07084019769357505","","25938.9448"
"RCON","Recon Technology","0.4","-0.07063197026022301","3.9010575e+07","86050.397895"
"BLIN","Bridgeline Digital","1.1713","-0.0703968253968254","1.5875847e+07","4831.9984"
"AMZU","Direxion Daily AMZN Bull 2X ETF","32.345","-0.07001150086256476","","403494.396072"
"MAGX","Roundhill Daily 2X Long Magnificent Seven ETF","50.0101","-0.06940640119091925","","17553.209316"
"YDKG","Yueda Digital Holding Class A","0.8974","-0.06899055918663763","5.345619e+06","512.76"
"BENF","Beneficient","3.2401","-0.0689367816091954","5.0524267e+07","549.0883"
"CHNR","China Natural Resources","3.8101","-0.0684352078239609","5.126063e+06","5377"
"FLYU","MicroSectors Travel 3x Leveraged ETN","41.01","-0.06796937321451713","","0"
"CHGA","Change Agents Corporation","0.2524","-0.06794682422451984","3.587993e+06","172594.9761"
"TDUP","ThredUp","5.63","-0.06788079470198678","7.78761505e+08","94746.565661"
"RANI","Rani Therapeutics","0.836","-0.06769265083082422","1.0048714e+08","255414.943329"
"EKG","First Trust Exchange-Traded Fund II First Trust Nasdaq Lux Digital Health Solutions ETF","17.41","-0.06759282565967407","","0"
"NIPG","NIP Group","8.34","-0.0671140939597315","6.7307326e+07","700"
"GFEB","FT Vest U.S. Equity Moderate Buffer ETF - February","41.22","-0.06710422088944219","","0"
"GDC","GD Culture Group","1.81","-0.06701030927835046","8.075209e+06","69324.277634"
"AIXI","Xiao-I Corporation","1.185","-0.06692913385826768","1.178352e+06","37640.950638"
"CRCG","Leverage Shares 2X Long CRCL Daily ETF","8.51","-0.06688596491228065","","694171.343961"
