timestamp_utc,symbol,old_target,new_target,peak_price,low_since_buy,decay_pct,reason
2026-09-01T14:47:00Z,RYET,0.893,0.893,0.87,0.8001,0.05,no_change_within_tolerance;sessions_held=1;dd=-0.0148
2026-09-01T14:47:00Z,CVKD,1.57,1.57,1.58,1.455,0.05,no_change_within_tolerance;sessions_held=0;dd=-0.0173
2026-09-01T14:47:00Z,CNXU,6.44,6.44,6.1528,6.135,0.05,no_change_within_tolerance;sessions_held=0;dd=0.0008
2026-09-01T14:47:00Z,FBYD,8.19,8.19,7.7999,7.7999,0.05,no_change_within_tolerance;sessions_held=0;dd=-0.0192
