timestamp_utc,symbol,old_target,new_target,peak_price,low_since_buy,decay_pct,reason
2026-09-10T14:47:00Z,WYHG,5.3,5.3,5.0999,4.5983,0.05,no_change_needed;decay_target=5.30;trailing_target=5.00
2026-09-10T14:47:00Z,BANL,7.51,7.51,7.34,5.7,0.05,no_change_needed;decay_target=7.51;trailing_target=7.20
2026-09-10T14:47:00Z,ANVS,1.53,1.53,1.45,1.17,0.05,no_change_needed;decay_target=1.53;trailing_invalid_peak_not_above_cost
2026-09-10T14:47:00Z,OCGN,1.18,1.18,1.15,1.05,0.05,no_change_needed;decay_target=1.18;trailing_target=1.13
2026-09-10T14:47:00Z,FJET,2.33,2.33,2.23,1.96,0.05,no_change_needed;decay_target=2.33;trailing_target=2.19
2026-09-10T14:47:00Z,RWT,3.53,3.53,3.515,3.2511,0.05,no_change_needed;decay_target=3.53;trailing_target=3.45
2026-09-10T14:47:00Z,SKYX,1.25,1.25,1.23,1.17,0.05,no_change_needed;decay_target=1.25;trailing_target=1.21
2026-09-10T14:47:00Z,SLBT,2.53,2.53,2.5717,2.08,0.05,no_change_needed;decay_target=2.50;trailing_target=2.53_dominates
2026-09-10T14:47:00Z,HCAI,3.44,3.44,3.2699,3.1701,0.05,no_change_needed;just_bought_this_firing;no_completed_bars_yet;decay_target=3.44
2026-09-10T14:47:00Z,BBOT,6.03,6.03,5.7399,5.7,0.05,no_change_needed;just_bought_this_firing;no_completed_bars_yet;decay_target=6.03
2026-09-10T14:47:00Z,BENF,1.52,1.52,1.4387,1.4399,0.05,no_change_needed;just_bought_this_firing;no_completed_bars_yet;decay_target=1.52
