symbol,quantity,avg_fill_price,limit_sell_price,buy_order_id,sell_order_id,bracket_last_price,bracket_pct_change,firing
FLX,7,0.6459,0.679,6ab14254-c9d1-476b-b08e-678303860dd1,6ab14260-f8b9-4e3a-9fbe-728fe5ed028c,0.64,-0.20407909463997018,10:30
