"symbol","name","last_price","pct_change","market_cap","volume"
"PODD","Insulet","131.2625","-0.21314890300923153","1.1545728509e+10","887236.09097"
"CDW","CDW","123.33","-0.19915584415584417","1.9686806799e+10","1.096741994925e+06"
"DVA","DaVita","189.31","-0.1696565638843809","1.463353815e+10","523087.970075"
"AMUU","Direxion Daily AMD Bull 2X ETF","189.25","-0.14145080070770769","","92474.226041"
"RRX","Regal Rexnord","193.3425","-0.12133021268860203","1.4647968842e+10","357773.676492"
"ALAB","Astera Labs, Inc.","336.41","-0.06984267426106669","6.1993109298e+10","914984.095746"
"TSEM","Tower Semiconductor","224.59","-0.062372145451509195","2.4721778971e+10","334491.67937"
"AMD","AMD","487.365","-0.060193219946777794","8.45596879372e+11","1.0125100269876e+07"
"KAI","Kadant","315.41","-0.05825271706676218","3.954890093e+09","10771.772532"
