"symbol","name","last_price","pct_change","market_cap","volume"
"MGN","Megan Holdings",0.1076,-0.9757657657657658,"4.107e+06","1.768505215739e+06"
"BRCC","BRC Inc.",0.8719,-0.8990856481481482,"2.16298414e+08","290727.115081"
"MI","NFT Limited",3.1478,-0.5646196403872753,"1.670021e+06","289352.091859"
"JZ","Jianzhi Education Technology Group",2.34,-0.29518072289156627,"7.947431e+06","843755.714174"
"CDTG","CDT Environmental Technology Investment Holdings",1.3,-0.2896174863387978,"5.528479e+06","1.436974733519e+06"
"HOOZ","Defiance Daily Target 2X Short HOOD ETF",9.0603,-0.2462312811980033,"","852072.768868"
"FLUX","Flux Power",0.6277,-0.23451219512195112,"1.762314e+07","1.045270800281e+06"
"ISPC","iSpecimen",1.7388,-0.23400881057268727,"5.767571e+06","990085.615226"
"HUTG","Leverage Shares 2X Long HUT Daily ETF",11.32,-0.226775956284153,"","351090.917882"
"SGLY","Singularity Future Technology",2.74,-0.20348837209302317,"3.07638e+06","714706.486007"
"GLX","Corgi GLXY 2x Daily ETF",11.41,-0.2005269095215073,"","0"
"CONI","GraniteShares ETF Trust GraniteShares 2x Short COIN Daily ETF",29.511,-0.19159019312422965,"","901667.319877"
"LGCL","Lucas GC Limited",0.0675,-0.18674698795180722,"3.551603e+06","7.0668295346853e+07"
"CIFU","T-REX 2X Long CIFR Daily Target ETF",9.76,-0.17497886728655962,"","1.353765778512e+06"
"CIFG","Themes ETF Trust Leverage Shares 2X Long CIFR Daily ETF",3.97,-0.1729166666666666,"","1.271821641392e+06"
"RGTZ","Defiance Daily Target 2x Short RGTI ETF",3,-0.16666666666666669,"","3.1842874159e+06"
"GYGY","Game Your Game",1.37,-0.1646341463414633,"2.330856e+07","1.45182467732e+06"
"CAST","FreeCast, Inc.",1.565,-0.16310160427807494,"8.8024964e+07","2.334957883404e+06"
"AIXI","Xiao-I Corporation",0.4747,-0.15247277271915735,"515897","325323.260309"
"SMST","Tidal Trust II Defiance Daily Target 2x Short MSTR ETF",31.3222,-0.15027332040204552,"","876158.87302"
"MSTZ","T-Rex 2X Inverse MSTR Daily Target ETF",6.2899,-0.15001351351351352,"","2.0869011127191e+07"
"CIFC","Corgi CIFR 2x Daily ETF",7.35,-0.14996472642742315,"","1422.348918"
"DFNS","T3 Defense",20.77,-0.14877049180327864,"2.4605553e+07","155443.451587"
"RCON","Recon Technology",3.09,-0.1464088397790056,"1.647152e+06","133403.939141"
"BABU","Direxion Daily BABA Bull 2X ETF",11.4404,-0.1411111111111111,"","161110.343614"
"SNYR","Synergy CHC Corp.",0.1001,-0.13929492691315568,"1.729876e+06","1.308158983027e+06"
"COIX","Corgi COIN 2x Daily ETF",28.66,-0.13895665340752053,"","0"
"KBAB","KraneShares Trust KraneShares 2x Long BABA Daily ETF",8.26,-0.13802099638928889,"","31096.5898"
"UUU","Universal Safety Products",5.56,-0.1379844961240311,"1.9533586e+07","26908.328066"
"BABX","GraniteShares 2x Long BABA Daily ETF",21.25,-0.13793103448275856,"","1.391400214257e+06"
"VCIG","VCI Global",0.2037,-0.136864406779661,"2.156885e+06","781367.642636"
"BTCZ","T-Rex 2X Inverse Bitcoin Daily Target ETF",3.575,-0.1354292623941958,"","9.901826155446e+06"
"SBIT","ProShares UltraShort Bitcoin ETF",37.025,-0.1329039812646371,"","1.642489347272e+06"
"FBDT","First Breach Inc.",3.6,-0.13253012048192778,"","173460.246691"
"QBTZ","Defiance Daily Target 2x Short QBTS ETF",3.045,-0.13247863247863245,"","2.164260431604e+06"
"IONZ","Defiance Daily Target 2X Short IONQ ETF",2.4899,-0.13243902439024394,"","7.723400956372e+06"
"EUDA","EUDA Health Holdings",12.73,-0.1310580204778157,"4.2519415e+07","1100.4565"
"MVLL","GraniteShares 2x Long MRVL Daily ETF",30.0624,-0.13039051200462828,"","3.066306961796e+06"
"CRCD","T-REX 2X Inverse CRCL Daily Target ETF",2.625,-0.127906976744186,"","4.913807057884e+06"
"MMA","Mixed Martial Arts Group",0.4946,-0.1264570823030732,"1.499498e+07","4.721124345982e+06"
"BABC","Corgi BABA 2x Daily ETF",29.2,-0.12335215724420354,"","0"
"TKNS","21Shares Active Crypto ETF",21.59,-0.12276068310085206,"","0"
"BMNZ","Defiance Daily Target 2X Short BMNR ETF",7.43,-0.12174940898345166,"","2.541563678543e+06"
"TWG","Top Wealth Group Holding",0.7053,-0.11826478309788725,"5.0197239e+07","283229.315348"
"WATR","Air Water Ventures",2.55,-0.11764705882352951,"8.9691899e+07","29456.376915"
