timestamp_utc,firing,symbol,last_price,pct_change,spread_pct,atr_14_pct,atr_3_pct,prior_spike_ratio,volume_spike_ratio,days_since_earnings,financial_status_indicator,financial_status_description,split_ratio_proxy,ask_gap_pct,industry,quantity,avg_fill_price,limit_sell_price,buy_order_id,sell_order_id
2026-09-24T14:45:15Z,10:30,TRT,9.08,-0.1982532751091703,0.0066,0.085,0.091,1.119,4.22,>100,CC0,,2.354,-0.0057,Industrial Machinery,1,9.1099,9.57,6ab5377b-8eae-4284-9a2c-503b8f2e9b2c,6ab5378b-7775-4b7a-bfa4-08eb6af967c0
2026-09-24T14:45:21Z,10:30,GP,0.6574,-0.11066017316017314,0.0376,0.1319,0.0849,1.033,1.47,>30,CC0,,5.583,0.0187,Motor Vehicles,7,0.6697,0.704,6ab53781-683f-4128-8470-100c60c721c8,6ab5378d-4185-4518-a73f-ae5cebfd33dd
