symbol,entry_price,pct_change,skip_reason,guardrail_detail,fundamentals_guardrails_failed,evaluated_at,firing
GRAN,1.03,-0.14173818848429293,a1_spread,spread_pct=0.1068,,2026-09-01T14:40:00Z,10:30
PASW,0.1319,-0.1306068601583114,a1_spread,spread_pct=0.0826,,2026-09-01T14:40:00Z,10:30
MIMI,0.7302,-0.11779630300833639,a1_spread,spread_pct=0.1012,,2026-09-01T14:40:00Z,10:30
BTAI,0.1316,-0.1885749385749386,a2_atr,atr14_pct=0.951;atr3_pct=1.318,,2026-09-01T14:40:00Z,10:30
PMI,6.7169,-0.22458628841607578,a3_prior_spike,peak_to_baseline=3.334;volume_spike=711.83,,2026-09-01T14:40:00Z,10:30
AEHL,4.96,-0.22033898305084754,a3_prior_spike,peak_to_baseline=1.653;volume_spike=165.93,,2026-09-01T14:40:00Z,10:30
NCRA,2.21,-0.21554770318021196,a3_prior_spike,peak_to_baseline=1.544;volume_spike=13.51,,2026-09-01T14:40:00Z,10:30
YDDL,1.7988,-0.2105701754385964,a3_prior_spike,peak_to_baseline=1.482;volume_spike=12059.07,,2026-09-01T14:40:00Z,10:30
LHSW,3.19,-0.19023136246786637,a3_prior_spike,peak_to_baseline=1.464;volume_spike=22.42,,2026-09-01T14:40:00Z,10:30
CANG,1.94,-0.17158995815899586,a3_prior_spike,peak_to_baseline=1.538;volume_spike=30.26,,2026-09-01T14:40:00Z,10:30
BRNX,3.6,-0.15887850467289721,a3_prior_spike,peak_to_baseline=3.966;volume_spike=113.38,,2026-09-01T14:40:00Z,10:30
VWAV,0.6936,-0.15646588292328203,a3_prior_spike,peak_to_baseline=1.888;volume_spike=28.52,,2026-09-01T14:40:00Z,10:30
OFAL,0.639,-0.1436612168319485,a3_prior_spike,peak_to_baseline=3.961;volume_spike=2.79,,2026-09-01T14:40:00Z,10:30
SQFT,1.68,-0.14285714285714288,a3_prior_spike,peak_to_baseline=1.569;volume_spike=378.21,,2026-09-01T14:40:00Z,10:30
DUO,0.6628,-0.12789473684210534,a3_prior_spike,peak_to_baseline=1.807;volume_spike=965.10,,2026-09-01T14:40:00Z,10:30
LSTA,1.29,-0.1275167785234899,a3_prior_spike,peak_to_baseline=1.724;volume_spike=81.53,,2026-09-01T14:40:00Z,10:30
SUPX,8.125,-0.12176724137931025,a3_prior_spike,peak_to_baseline=1.626;volume_spike=9.71,,2026-09-01T14:40:00Z,10:30
VVOS,0.1729,-0.11938775510204083,a3_prior_spike,peak_to_baseline=1.489;volume_spike=203.07,,2026-09-01T14:40:00Z,10:30
JZ,1.1299,-0.1171875000000001,a3_prior_spike,peak_to_baseline=2.138;volume_spike=951.99,,2026-09-01T14:40:00Z,10:30
RZLV,2.337,-0.19204152249134954,a4_earnings_recency,days_since_earnings=0;report_date=2026-09-01,,2026-09-01T14:40:00Z,10:30
HODO,0.2236,-0.1085302362835403,a4_earnings_recency,days_since_earnings=0;report_date=2026-09-01,,2026-09-01T14:40:00Z,10:30
IVVD,0.7663,-0.19646036234160644,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5,2026-09-01T14:40:00Z,10:30
ZEO,0.2063,-0.13672696676482962,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5,2026-09-01T14:40:00Z,10:30
CYCU,3.19,-0.12558583106267032,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-01T14:40:00Z,10:30
YMT,2.5147,-0.1114134275618375,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-01T14:40:00Z,10:30
DBGI,4.92,-0.21935987509758004,a6_reverse_split_proxy,split_ratio_proxy=146.34,a6,2026-09-01T14:40:00Z,10:30
KALA,0.5584,-0.190723948268173,a6_reverse_split_proxy,split_ratio_proxy=1844.55,a6,2026-09-01T14:40:00Z,10:30
VIVK,0.6873,-0.12190744776310725,a6_reverse_split_proxy,split_ratio_proxy=5296.50,a6,2026-09-01T14:40:00Z,10:30
BAOS,0.316,-0.10582908885116013,a6_reverse_split_proxy,split_ratio_proxy=17.09,a6,2026-09-01T14:40:00Z,10:30
WATR,1.83,-0.136409090909091,a7_thin_liquidity,ask_gap_pct=0.0387;last_real_price=1.81;reason=gap_exceeded,,2026-09-01T14:40:00Z,10:30
AMBR,0.9601,-0.128448275862069,a7_thin_liquidity,ask_gap_pct=0.0317;last_real_price=0.9499;reason=gap_exceeded,,2026-09-01T14:40:00Z,10:30
