symbol,entry_price,pct_change,skip_reason,guardrail_detail,fundamentals_guardrails_failed,evaluated_at,firing
NXXT,0.8501,-0.2421929824561403,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant;split_ratio_proxy=33.88,a5;a6,2026-09-21T14:42:00Z,10:30
SMTK,1.7099,-0.21009132420091323,a6_reverse_split_proxy,split_ratio_proxy=111.12,a6,2026-09-21T14:42:00Z,10:30
AURE,1.19,-0.18493150684931509,a1_spread,spread_pct=0.1176,,2026-09-21T14:42:00Z,10:30
DAMD,9.07,-0.18099547511312217,a6_reverse_split_proxy,split_ratio_proxy=34.30,a6;a8,2026-09-21T14:42:00Z,10:30
ETS,2.12,-0.1769230769230769,a3_prior_spike,peak_to_baseline_ratio=3.2817;volume_spike_ratio=8.81,,2026-09-21T14:42:00Z,10:30
WHLR,0.2219,-0.1707772795216742,a3_prior_spike,peak_to_baseline_ratio=1.7017;volume_spike_ratio=7.60,,2026-09-21T14:42:00Z,10:30
MSTZ,2.355,-0.1634103019538188,a8_leveraged_inverse_etf,industry=Investment Trusts Or Mutual Funds;description_match=-2x;daily price movement of,a8,2026-09-21T14:42:00Z,10:30
IBG,0.85,-0.15841584158415845,a1_spread,spread_pct=0.1255,,2026-09-21T14:42:00Z,10:30
ELOG,0.4336,-0.14997059400117627,a1_spread,spread_pct=0.1391,,2026-09-21T14:42:00Z,10:30
MGLD,0.9017,-0.14933962264150952,a4_earnings,days_since_earnings=3;last_report_date=2026-09-18,,2026-09-21T14:42:00Z,10:30
MKDW,2.24,-0.1482889733840303,a2_atr,atr14_pct=0.9569;atr3_pct=1.8445,,2026-09-21T14:42:00Z,10:30
NHTC,1.17,-0.14598540145985414,a7_thin_liquidity,detail=gap_exceeded;ask_gap_pct=0.0435;last_real_price=1.15;ask=1.20,,2026-09-21T14:42:00Z,10:30
VEEA,3.86,-0.13258426966292142,a3_prior_spike,peak_to_baseline_ratio=4.5445;volume_spike_ratio=12.31,,2026-09-21T14:42:00Z,10:30
VNCE,9.33,-0.12803738317757002,a3_prior_spike,peak_to_baseline_ratio=1.5193;volume_spike_ratio=6.44,,2026-09-21T14:42:00Z,10:30
SSM,1.32,-0.1258278145695364,a3_prior_spike,peak_to_baseline_ratio=2.0074;volume_spike_ratio=6.77,,2026-09-21T14:42:00Z,10:30
AGMH,0.7241,-0.12495468277945625,a3_prior_spike,peak_to_baseline_ratio=1.4898;volume_spike_ratio=9.01,,2026-09-21T14:42:00Z,10:30
PMI,4.45,-0.12401574803149604,a5_compliance,financial_status_indicator=CB4;financial_status_description=Noncompliant;split_ratio_proxy=152.51,a5;a6,2026-09-21T14:42:00Z,10:30
REFR,0.5718,-0.12206356517733766,a3_prior_spike,peak_to_baseline_ratio=1.9938;volume_spike_ratio=15.62,,2026-09-21T14:42:00Z,10:30
YHGJ,2.5099,-0.11933333333333336,a1_spread,spread_pct=0.1368,,2026-09-21T14:42:00Z,10:30
PRPL,2.81,-0.1191222570532915,a7_thin_liquidity,detail=gap_exceeded;ask_gap_pct=0.0383;last_real_price=2.87;ask=2.98,,2026-09-21T14:42:00Z,10:30
EPOW,5.6814,-0.11779503105590067,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5,2026-09-21T14:42:00Z,10:30
BMNZ,4.08,-0.1168831168831169,a8_leveraged_inverse_etf,industry=Investment Trusts Or Mutual Funds;description_match=x inverse;daily price movement of,a8,2026-09-21T14:42:00Z,10:30
PAAI,1.325,-0.1166666666666667,a2_atr,atr14_pct=0.3385;atr3_pct=1.1826,,2026-09-21T14:42:00Z,10:30
BTCZ,2.79,-0.11568938193343892,a8_leveraged_inverse_etf,industry=Investment Trusts Or Mutual Funds;description_match=daily price movement of,a8,2026-09-21T14:42:00Z,10:30
TWG,0.3028,-0.11228378774552916,a1_spread,spread_pct=0.1110,,2026-09-21T14:42:00Z,10:30
CBRZ,7.77,-0.11200000000000004,a8_leveraged_inverse_etf,industry=Investment Trusts Or Mutual Funds;description_match=inverse (-,a8,2026-09-21T14:42:00Z,10:30
FRGT,0.5612,-0.10948905109489043,a6_reverse_split_proxy,split_ratio_proxy=91.85,a6,2026-09-21T14:42:00Z,10:30
SMCZ,4.5979,-0.10893410852713178,a6_reverse_split_proxy,split_ratio_proxy=28.94,a6;a8,2026-09-21T14:42:00Z,10:30
ENLV,0.7197,-0.10773617654351597,a6_reverse_split_proxy,split_ratio_proxy=37.90,a6,2026-09-21T14:42:00Z,10:30
INDP,3.1705,-0.10690140845070416,a3_prior_spike,peak_to_baseline_ratio=3.5615;volume_spike_ratio=4.98,,2026-09-21T14:42:00Z,10:30
DCX,0.1187,-0.10415094339622646,a2_atr,atr14_pct=1.2511;atr3_pct=2.4484,,2026-09-21T14:42:00Z,10:30
GDTC,0.8801,-0.10193877551020407,a1_spread,spread_pct=0.1370,,2026-09-21T14:42:00Z,10:30
BIAF,8.47,-0.10180275715800627,a3_prior_spike,peak_to_baseline_ratio=4.2132;volume_spike_ratio=4.05,,2026-09-21T14:42:00Z,10:30
REED,0.7,-0.10060388025183097,a1_spread,spread_pct=0.1465,,2026-09-21T14:42:00Z,10:30
GVH,1.1609,-0.10007751937984495,a3_prior_spike,peak_to_baseline_ratio=1.5247;volume_spike_ratio=10.70,,2026-09-21T14:42:00Z,10:30
