symbol,entry_price,pct_change,skip_reason,guardrail_detail,fundamentals_guardrails_failed,evaluated_at,firing
YOUL,0.42,-0.1580,a1_spread,spread_pct=0.1090,,2026-09-17T13:38:00Z-13:42:00Z,9:30
BBLG,0.4555,-0.1527,a1_spread,spread_pct=0.1098,,2026-09-17T13:38:00Z-13:42:00Z,9:30
IREZ,8.22,-0.1519,a8_leveraged_inverse_etf,industry=Investment Trusts Or Mutual Funds;description_marker=inverse (-2x) exposure;split_ratio_proxy=14.48,a8,2026-09-17T13:38:00Z-13:42:00Z,9:30
GSUN,0.2538,-0.1379,a3_prior_spike,peak_to_baseline_ratio=1.600;volume_spike_ratio=6.61,,2026-09-17T13:38:00Z-13:42:00Z,9:30
TPST,1.0007,-0.1364,a3_prior_spike,peak_to_baseline_ratio=1.358;volume_spike_ratio=1584.15,,2026-09-17T13:38:00Z-13:42:00Z,9:30
KBSX,1.00,-0.1304,a1_spread,spread_pct=0.2000,,2026-09-17T13:38:00Z-13:42:00Z,9:30
PDSB,0.8764,-0.1259,a3_prior_spike,peak_to_baseline_ratio=4.799;volume_spike_ratio=405.93,,2026-09-17T13:38:00Z-13:42:00Z,9:30
BENF,0.6941,-0.1241,a1_spread,spread_pct=0.0813,,2026-09-17T13:38:00Z-13:42:00Z,9:30
BEZ,5.24,-0.1197,a6_reverse_split_proxy,split_ratio_proxy=58.51,a6;a8,2026-09-17T13:38:00Z-13:42:00Z,9:30
NBIZ,6.349,-0.1184,a6_reverse_split_proxy,split_ratio_proxy=188.96,a6;a8,2026-09-17T13:38:00Z-13:42:00Z,9:30
SKDD,7.24,-0.1151,a8_leveraged_inverse_etf,industry=Investment Trusts Or Mutual Funds;description_marker=2x inverse leveraged exposure;split_ratio_proxy=3.02,a8,2026-09-17T13:38:00Z-13:42:00Z,9:30
MUZ,8.38,-0.1100,a8_leveraged_inverse_etf,industry=Investment Trusts Or Mutual Funds;description_marker=2x inverse leveraged exposure;split_ratio_proxy=2.85,a8,2026-09-17T13:38:00Z-13:42:00Z,9:30
MYSZ,1.77,-0.1090,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5,2026-09-17T13:38:00Z-13:42:00Z,9:30
JZXN,1.157,-0.1085,a3_prior_spike,peak_to_baseline_ratio=1.717;volume_spike_ratio=231.18,,2026-09-17T13:38:00Z-13:42:00Z,9:30
RKTO,0.81,-0.1020,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5,2026-09-17T13:38:00Z-13:42:00Z,9:30
SMCZ,5.4359,-0.1000,a6_reverse_split_proxy,split_ratio_proxy=24.49,a6;a8,2026-09-17T13:38:00Z-13:42:00Z,9:30
