symbol,entry_price,pct_change,skip_reason,guardrail_detail,fundamentals_guardrails_failed,evaluated_at,firing
HCAI,2.19,-0.11972972972972967,a1_spread,spread_pct=10.96,,2026-09-11T13:41:00Z,9:30
ANTA,3.81,-0.11051697987094783,a1_spread,spread_pct=16.27,,2026-09-11T13:41:00Z,9:30
MTEX,8.09,-0.10809762746918297,a1_spread,spread_pct=19.90,,2026-09-11T13:41:00Z,9:30
FGL,4.32,-0.15882352941176464,a2_atr,atr14_pct=163.26;atr3_pct=69.46,,2026-09-11T13:41:00Z,9:30
LHSW,0.5553,-0.14597754191662818,a2_atr,atr14_pct=154.39;atr3_pct=209.16,,2026-09-11T13:41:00Z,9:30
MGN,0.1751,-0.10802469135802464,a2_atr,atr14_pct=45.76;atr3_pct=118.49,,2026-09-11T13:41:00Z,9:30
IPDN,0.1156,-0.17663817663817666,a3_prior_spike,ratio=1.60;volume_spike=110.23,,2026-09-11T13:41:00Z,9:30
ATTT,2.74,-0.14906832298136644,a3_prior_spike,ratio=1.46;volume_spike=2072.06,,2026-09-11T13:41:00Z,9:30
AEHL,6.545,-0.14220183486238533,a3_prior_spike,ratio=1.46;volume_spike=627.24,,2026-09-11T13:41:00Z,9:30
GCTK,2.76,-0.14551083591331276,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-11T13:41:00Z,9:30
SLXN,0.3721,-0.11928994082840237,a5_compliance,financial_status_indicator=CC4;financial_status_description=Noncompliant,a5;a6,2026-09-11T13:41:00Z,9:30
OPENZ,0.075,-0.1891891891891892,a6_reverse_split_proxy,split_ratio_proxy=49.50;high_52w=3.9597;last=0.08,a6,2026-09-11T13:41:00Z,9:30
SMUP,4.8,-0.16230366492146606,a6_reverse_split_proxy,split_ratio_proxy=127.04;high_52w=606.00;last=4.77,a6;a8,2026-09-11T13:41:00Z,9:30
UCAR,6.4679,-0.12595945945945947,a6_reverse_split_proxy,split_ratio_proxy=72.76;high_52w=438.00;last=6.02,a6,2026-09-11T13:41:00Z,9:30
OPTT,0.1236,-0.2275,a7_ask_gap_exceeded,ask_gap_pct=3.22;last_real_price=0.1150;ask=0.1187,,2026-09-11T13:41:00Z,9:30
GDHG,1.17,-0.11363636363636373,a7_ask_gap_exceeded,ask_gap_pct=3.39;last_real_price=1.18;ask=1.22,,2026-09-11T13:41:00Z,9:30
GRAN,0.965,-0.10648148148148157,a7_ask_gap_exceeded,ask_gap_pct=3.63;last_real_price=0.965;ask=1.00,,2026-09-11T13:41:00Z,9:30
SMU,6.00,-0.16920943134535363,a8_leveraged_etf,industry=Investment Trusts Or Mutual Funds;description_contains=2x exposure/daily price movement of;literal_marker_match=true,a8,2026-09-11T13:41:00Z,9:30
