timestamp_utc,symbol,old_target,new_target,peak_price,low_since_buy,decay_pct,reason
2026-09-21T19:38:00Z,BAK,1.84,1.84,1.84,1.69,0.02,no_change;sessions_held=3;dd=-0.0361
2026-09-21T19:38:00Z,MRLN,2.44,2.44,2.40,1.8101,0.02,no_change;sessions_held=3;dd=-0.2239
2026-09-21T19:38:00Z,TNON,4.64,4.64,4.65,3.72,0.02,no_change;sessions_held=3;dd=-0.1696
2026-09-21T19:38:00Z,NUWE,0.951,0.951,0.97,0.84,0.02,no_change;sessions_held=1;dd=-0.0520
